PL,MRP element data,Date,Need Dt,PO Message,Days of reschedule,  Material,Material description,Quantity,Qty to Cancel,MOQ,FCST Ref
EMS02Q20000899HWA0007K,9660001538/00410,1/25/2023,1/24/2023,Reschedule in,-1,07091869-001,"Chip Thick Film Resistor,0.0625W,5.1ohm,",10000,0,2000,202302
EMS02Q20000899HWA0007K,9660001538/00470,1/25/2023,1/24/2023,Reschedule in,-1,07092458-001,"Chip Thick Film Resistor,0.05W,3300ohm,+",20000,0,10000,202302
EMS02Q20000899HWA0007K,9660001538/00490,1/25/2023,1/24/2023,Reschedule in,-1,07092657-001,"Chip Thick Film Resistor,0.05W,33ohm,+/-",260000,0,10000,202302
EMS02Q20000899HWA0007K,9660001538/00480,1/25/2023,1/24/2023,Reschedule in,-1,07092568-001,"Chip Thick Film Resistor,0.05W,4700ohm,+",10000,0,10000,202302
EMS02Q20000899HWA0007K,9660001538/00500,1/25/2023,1/24/2023,Reschedule in,-1,08010430-001,"Non-Solid THT Aluminium Capacitor,16V,10",9000,0,600,202302
EMS02Q20000899HWA0014K,9660001538/00700,1/20/2023,1/24/2023,Reschedule out,4,08070718-001,"SMD Ceramic Capacitor,25V,0.33nF,+/-10%,",30000,0,15000,202302
EMS02Q20000899HWA0014K,9660001538/00690,1/20/2023,1/24/2023,Reschedule out,4,08070702-001,"High Capacity MLCC(1uf),16V,2200nF,+/-10",34000,0,2000,202302
EMS02Q20000899HWA0014K,9660001538/00680,1/20/2023,1/24/2023,Reschedule out,4,08070696-001,"Low Voltage  Capacity MLCC(100V,1uf),25V",45000,0,15000,202302
EMS02Q20000899HWA0014K,9660001538/00660,1/20/2023,1/24/2023,Reschedule out,4,08070675-001,"Low VoltageANDCapacity MLCC(less=100V,le",45000,0,3000,202302
EMS02Q20000899HWA0014K,9660001538/00650,1/20/2023,1/24/2023,Reschedule out,4,08070667-002,"High Capacity MLCC(1uf),6.3V,2200nF,+/-2",70000,0,10000,202302
EMS02Q20000899HWA0014K,9660001538/00640,1/20/2023,1/24/2023,Reschedule out,4,08070627-002,"Low VoltageANDCapacity MLCC(less=100V,le",8000,0,4000,202302
EMS02Q20000899HWA0014K,9660001538/00630,1/20/2023,1/24/2023,Reschedule out,4,08070625-001,Low VoltageANDCapacity MLCC(less than=10,10000,0,5000,202302
EMS02Q20000899HWA0014K,9660001538/00620,1/20/2023,1/24/2023,Reschedule out,4,08070614-002,"Low VoltageANDCapacity MLCC(less=100V,le",420000,0,10000,202302
EMS02Q20000899HWA0014K,9660001538/00610,1/20/2023,1/24/2023,Reschedule out,4,08070612-001,"High Capacity MLCC 1uf,10V,1000nF,+-10%,",295000,0,5000,202302
EMS02Q20000899HWA0014K,9660001538/00670,1/20/2023,1/24/2023,Reschedule out,4,08070693-001,"High Capacity MLCC(more=1uf),6.3V,10000n",354000,0,3000,202302
EMS02Q20000899HWA0014K,9660001538/01280,1/20/2023,1/24/2023,Reschedule out,4,08070614-002,"Low VoltageANDCapacity MLCC(less=100V,le",2000000,0,10000,202302
EMS02Q20000899HWA0013K,9660001538/00750,1/20/2023,1/24/2023,Reschedule out,4,8070962,SMD Ceramic Capacitor 25V 1000nF +/-10%,140000,0,4000,202302
EMS02Q20000899HWA0013K,9660001538/00740,1/20/2023,1/24/2023,Reschedule out,4,8070819,SMD Ceramic Capacitor 6.3V 4700nF +/-20%,200000,0,10000,202302
EMS02Q20000899HWA0013K,9660001538/00720,1/20/2023,1/24/2023,Reschedule out,4,8070752,Chip Multilayer Ceramic Capacitor 6.3V 0,30000,0,15000,202302
EMS02Q20000899HWA0013K,9660001538/00710,1/20/2023,1/24/2023,Reschedule out,4,08070746-001,"Low Voltage  Capacity MLCC(100V,1uf),25V",15000,0,15000,202302
EMS02Q20000899HWA0013K,9660001538/00780,1/20/2023,1/24/2023,Reschedule out,4,08071476-001,"High-Q RF MLCC,50V,0.001nF,+/-0.1pF,NP0,",28000,0,1000,202302
EMS02Q20000899HWA0013K,9660001538/00770,1/20/2023,1/24/2023,Reschedule out,4,08071219-001,"Low Voltage  Capacity MLCC(100V,1uf),10V",165000,0,15000,202302
EMS02Q20000899HWA0013K,9660001538/00760,1/20/2023,1/24/2023,Reschedule out,4,08071012-001,"Low Voltage  Capacity MLCC(100V,1uf),50V",110000,0,10000,202302
EMS02Q20000899HWA0013K,9660001538/00730,1/20/2023,1/24/2023,Reschedule out,4,08070786-003,Low VoltageANDCapacity MLCC(LESSTHAN=100,10000,0,10000,202302
EMS02Q20000899HWA0013K,9660001538/01270,1/20/2023,1/24/2023,Reschedule out,4,8070819,SMD Ceramic Capacitor 6.3V 4700nF +/-20%,600000,0,10000,202302
EMS02Q20000899HWA0011K,9660001538/00860,1/19/2023,1/24/2023,Reschedule out,5,10011090,High Frequency Inductor 47uH +/-10% 2.3A,30000,0,100,202302
EMS02Q20000899HWA0011K,9660001538/00830,1/19/2023,2/14/2023,Reschedule out,26,8072343,SMD ceramicCapacitor 6.3V 100nF +/-10%,240000,0,15000,202303
EMS02Q20000899HWA0011K,9660001538/00880,1/19/2023,1/24/2023,Reschedule out,5,10031615,"SMT Inductor,2.2uH,+/-20%,0.039ohm,4.9A,",55000,0,500,202302
EMS02Q20000899HWA0011K,9660001538/00900,1/19/2023,1/24/2023,Reschedule out,5,10040389,"EMI Com-mode Inductor,single phase,5V,50",448040,0,10000,202302
EMS02Q20000899HWA0011K,9660001538/00850,1/19/2023,1/24/2023,Reschedule out,5,08110012-001,"Solid SMD Al Capacitor,16V,100uF,+/-20%,",55000,0,1000,202302
EMS02Q20000899HWA0011K,9660001538/00840,1/19/2023,1/24/2023,Reschedule out,5,08072352-001,"High-Q RF MLCC,50V,0.0005nF,+/-0.05pF,NP",50000,0,10000,202302
EMS02Q20000899HWA0011K,9660001538/00820,1/19/2023,1/24/2023,Reschedule out,5,08072281-001,"Low Voltage  Capacity MLCC(100V,1uf),100",56000,0,4000,202302
EMS02Q20000899HWA0011K,9660001538/00810,1/19/2023,1/24/2023,Reschedule out,5,08071918-002,Low VoltageANDCapacity MLCC(LESSTHAN=100,630000,0,15000,202302
EMS02Q20000899HWA0011K,9660001538/00890,1/19/2023,1/24/2023,Reschedule out,5,10031974,"Chip Inductor,60uH,+/-5%,1.1ohm,0.2A,3.4",440000,0,500,202302
EMS02Q20000899HWA0011K,9660001538/00870,1/19/2023,1/24/2023,Reschedule out,5,10031118-001,"SMTInductor,0.0068uH,5%,0.32ohm,1.05*0""",52000,0,1000,202302
EMS02Q20000899HWA0011K,9660001538/01300,1/19/2023,1/24/2023,Reschedule out,5,10040389,"EMI Com-mode Inductor,single phase,5V,50",21960,0,10000,202302
EMS02Q20000899HWA0002K,9660001538/00990,1/20/2023,1/24/2023,Reschedule out,4,10100552,"Terminal Chip Inductor,0.0013uH,+/-0.1nH",60000,0,15000,202302
EMS02Q20000899HWA0002K,9660001538/01000,1/20/2023,2/14/2023,Reschedule out,25,10100577,"Terminal Power Inductor,4.7uH,+/-30%,3.0",60000,0,1500,202303
EMS02Q20000899HWA0002K,9660001538/00910,1/20/2023,1/24/2023,Reschedule out,4,10070012,"EMIchip,220ohm,0.05ohm,2A,0805",168000,0,4000,202302
EMS02Q20000899HWA0002K,9660001538/00930,1/20/2023,1/24/2023,Reschedule out,4,10070063,"EMIBead,25%,80ohm,0.038ohm,2.3A,0402,A""",60000,0,10000,202302
EMS02Q20000899HWA0002K,9660001538/00940,1/20/2023,1/24/2023,Reschedule out,4,10070076,"EMI Bead,25%,330ohm,0.08ohm,1.5A,SMT,The",56000,0,4000,202302
EMS02Q20000899HWA0002K,9660001538/00980,1/20/2023,1/24/2023,Reschedule out,4,10100171,"Terminal Chip Inductor,0.0024uH,+/-0.3nH",110000,0,10000,202302
EMS02Q20000899HWA0002K,9660001538/00970,1/20/2023,1/24/2023,Reschedule out,4,10100033,"Mobile Dedicated,chip Inductor,10nH+/-5%",50000,0,10000,202302
EMS02Q20000899HWA0002K,9660001538/00960,1/20/2023,1/24/2023,Reschedule out,4,10100009,"Mobile Dedicated,chip inductor, 1.2nH, 1",20000,0,10000,202302
EMS02Q20000899HWA0002K,9660001538/00950,1/20/2023,1/24/2023,Reschedule out,4,10070083,"EMI Bead,25%,600ohm,0.4ohm,0.2A,0402,spl",80000,0,10000,202302
EMS02Q20000899HWA0002K,9660001538/00920,1/20/2023,1/24/2023,Reschedule out,4,10070055,"EMIBead,+/-25%,1000ohm,1.25ohm,0.25A,0""",224000,0,4000,202302
EMS02Q20000914HWA0001K,9660001555/00010,2/1/2023,2/14/2023,Reschedule out,13,08070612-001,"High Capacity MLCC 1uf,10V,1000nF,+-10%,",50000,0,5000,202303
EMS02Q20000913HWA0001K,9660001554/00020,2/2/2023,2/14/2023,Reschedule out,12,34130221,"Optical Transceiver Device,1310nm(Tx)/14",130,0,10,202303
EMS02Q20000913HWA0001K,9660001554/00070,2/2/2023,2/14/2023,Reschedule out,12,47150981,"RF Multi-functional Component,802.11ac 5",10,0,10,202303
EMS02Q20000913HWA0001K,9660001554/00030,2/2/2023,2/14/2023,Reschedule out,12,39140539,"SLIC,3.3V,-115V,VQFN48",30,0,10,202303
EMS02Q20000913HWA0001K,9660001554/00010,2/2/2023,2/14/2023,Reschedule out,12,10031118-001,"SMTInductor,0.0068uH,5%,0.32ohm,1.05*0""",2000,0,1000,202303
EMS02Q20000913HWA0001K,9660001554/00040,2/2/2023,3/17/2023,Reschedule out,43,39210660,Terminal Connectivity WIFI 2.4G 5G-802.1,10,0,10,202304
EMS02Q20000913HWA0001K,9660001554/00050,2/2/2023,3/17/2023,Reschedule out,43,39210661,"Terminal Connectivity,WIFI 5G-802.11a/n/",20,0,10,202304
EMS02Q20000925HWA0001K,9660001547/00010,2/26/2023,3/17/2023,Reschedule out,19,15040264-001,Diodo TVS-7V-15V-63 W-3A-SOD882/0402-Ter,333000,0,0,202304
EMS02Q20000920HWA0001H,9660001562/00010,1/26/2023,3/17/2023,Reschedule out,50,90010518-001,"Solid Manufactory Auxiliaries,8W Thermal",225,0,1000,202304
EMS02Q20000927HWA0001H,9660001576/00010,2/22/2023,1/24/2023,Reschedule in,-29,29041013,"DKBA8.817.1759,Product Blank Nameplate,V",60000,0,2000,202302
EMS02Q20000927HWA0001H,9660001576/00050,2/22/2023,1/24/2023,Reschedule in,-29,29041013,"DKBA8.817.1759,Product Blank Nameplate,V",23250,0,2000,202302
EMS02Q20000926HWA0001H,9660001577/00060,3/8/2023,3/17/2023,Reschedule out,9,27014091,"Omni-directional Antenna,2400~2500/5150~",20,0,5,202304
EMS02Q20000926HWA0001H,9660001577/00070,3/8/2023,3/17/2023,Reschedule out,9,27014092,"Omni-directional Antenna,2400~2500/5150~",10,0,5,202304
EMS02Q20000926HWA0001H,9660001577/00080,3/8/2023,2/14/2023,Reschedule in,-22,29041013,"DKBA8.817.1759,Product Blank Nameplate,V",8000,0,2000,202303
EMS02Q20000926HWA0001H,9660001577/00100,3/8/2023,2/14/2023,Reschedule in,-22,29043092,"Product Label,Label,DKBA8.818.5922,Indiv",4000,0,2000,202303
EMS02Q20000926HWA0001H,9660001577/00120,3/8/2023,3/17/2023,Reschedule out,9,27014092,"Omni-directional Antenna,2400~2500/5150~",40,0,5,202304
EMS02Q20000930HWA0001K,9660001573/00010,1/20/2023,1/24/2023,Reschedule out,4,08071012-001,"Low Voltage  Capacity MLCC(100V,1uf),50V",60000,0,10000,202302
EMS02Q20000930HWA0001K,9660001573/00020,1/20/2023,1/24/2023,Reschedule out,4,08770067-001,ceramic capacitors 100V 1uf -50V -0.0082,70000,0,10000,202302
EMS02Q20000930HWA0001K,9660001573/00030,1/20/2023,1/24/2023,Reschedule out,4,13030168,Ceramic filter-2455MHz-0.6-Commercial gr,152000,0,4000,202302
EMS02Q20000937HWA0001K,9660001567/00010,1/20/2023,1/24/2023,Reschedule out,4,43160026,ASOC GPON/EPON SPI NAND FLASH DDR3,240,0,10,202302
EMS02Q20000941HWA0002H,9660001582/00020,3/17/2023,1/24/2023,Reschedule in,-52,2221314,"Adapter,-5degC,45degC,90V,264V,12V/2A,CE",12675,0,1,202302
EMS02Q20000941HWA0002H,9660001582/00040,3/17/2023,1/24/2023,Reschedule in,-52,2221314,"Adapter,-5degC,45degC,90V,264V,12V/2A,CE",7125,0,1,202302
EMS02Q20000859HWA0021H,9660001476/01530,2/21/2023,1/24/2023,Reschedule in,-28,03015BCM,"PCB,EchoLife ONT,HS8145VD,GPON Terminal",4590,0,1,202302
EMS02Q20000856HWA0024K,9660001473/01050,1/25/2023,Cancel PO,Cancel PO,Cancel PO,10100109,Mobile Dedicated Chip Inductor 0.0024uH,15000,15000,15000,Excess
EMS02Q20000871HWA0018H,9660001488/00030,1/26/2023,1/24/2023,Reschedule in,-2,14137876,Patch Cord SC/APC-SC/APC Single Mode 2m,11922,0,1,202302
"EMS02Q20000871HWA0010H,014H,007H",9660001488/00090,1/26/2023,1/24/2023,Reschedule in,-2,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",7200,0,5,202302
"EMS02Q20000873HWA0006H,002H,003H,011H,00",9660001490/00090,1/26/2023,1/24/2023,Reschedule in,-2,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",14400,0,5,202302
EMS02Q20000927HWA0003H,9660001576/00030,2/3/2023,Cancel PO,Cancel PO,Cancel PO,90010518-001,"Solid Manufactory Auxiliaries,8W Thermal",101,101,1000,Excess
EMS02Q20000927HWA0003H,9660001576/00040,2/3/2023,Cancel PO,Cancel PO,Cancel PO,90010518-001,"Solid Manufactory Auxiliaries,8W Thermal",899,899,1000,Excess
EMS02Q20000945HWA0002H,9660001590/00010,1/26/2023,1/24/2023,Reschedule in,-2,2221314,"Adapter,-5degC,45degC,90V,264V,12V/2A,CE",21,0,1,202301
EMS02Q20000946HWA0001H,9660001591/00010,1/26/2023,1/24/2023,Reschedule in,-2,2221314,"Adapter,-5degC,45degC,90V,264V,12V/2A,CE",8380,0,1,202301
EMS02Q20000946HWA0001H,9660001591/00020,1/26/2023,1/24/2023,Reschedule in,-2,2221314,"Adapter,-5degC,45degC,90V,264V,12V/2A,CE",1620,0,1,202301
EMS02Q20000944HWA0001H,9660001589/00010,1/26/2023,1/24/2023,Reschedule in,-2,2221314,"Adapter,-5degC,45degC,90V,264V,12V/2A,CE",12007,0,1,202301
EMS02Q20000951HWA0002H,9660001596/00040,2/3/2023,2/14/2023,Reschedule out,11,27014091,"Omni-directional Antenna,2400~2500/5150~",5025,0,5,202303
EMS02Q20000951HWA0002H,9660001596/00050,2/3/2023,2/14/2023,Reschedule out,11,27014092,"Omni-directional Antenna,2400~2500/5150~",5040,0,5,202303
EMS02Q20000951HWA0002H,9660001596/00010,2/3/2023,1/24/2023,Reschedule in,-10,2221314,"Adapter,-5degC,45degC,90V,264V,12V/2A,CE",47,0,1,202302
EMS02Q20000951HWA0002H,9660001596/00020,2/3/2023,1/24/2023,Reschedule in,-10,14300105,"Optical Adapter,SC/APC-SC/APC,Green Shel",1742,0,1,202302
EMS02Q20000955HWA0001H,9660001600/00040,2/22/2023,2/14/2023,Reschedule in,-8,4050505,Signal Cable Outsourcing Cable 1.5m 8P8,2000,0,1,202303
EMS02Q20000955HWA0001H,9660001600/00030,2/22/2023,2/14/2023,Reschedule in,-8,4050278,Signal Cable 1.5m RJ11 2core,20000,0,1,202303
EMS02Q20000955HWA0001H,9660001600/00090,2/22/2023,2/14/2023,Reschedule in,-8,14190002,Power Connector 1PIN 50V 2A R/A Male Soc,20000,0,1000,202303
EMS02Q20000955HWA0001H,9660001600/00070,2/22/2023,2/14/2023,Reschedule in,-8,14080579,"Network Port Connector,Single row,Single",12320,0,350,202303
EMS02Q20000955HWA0001H,9660001600/00060,2/22/2023,2/14/2023,Reschedule in,-8,14080578,"Network Port Connector,Single row,Single",20000,0,1000,202303
EMS02Q20000955HWA0001H,9660001600/00050,2/22/2023,2/14/2023,Reschedule in,-8,14080577,"Network Port Connector,Single row,4-Port",20000,0,100,202303
EMS02Q20000955HWA0001H,9660001600/00010,2/22/2023,1/24/2023,Reschedule in,-29,2221314,"Adapter,-5degC,45degC,90V,264V,12V/2A,CE",64,0,1,202302
EMS02Q20000955HWA0001H,9660001600/00370,2/22/2023,2/14/2023,Reschedule in,-8,4050505,Signal Cable Outsourcing Cable 1.5m 8P8,18000,0,1,202303
EMS02Q20000955HWA0001H,9660001600/00380,2/22/2023,2/14/2023,Reschedule in,-8,14080579,"Network Port Connector,Single row,Single",7980,0,350,202303
EMS02Q20000955HWA0001H,9660001600/00360,2/22/2023,1/24/2023,Reschedule in,-29,2221314,"Adapter,-5degC,45degC,90V,264V,12V/2A,CE",360,0,1,202302
EMS02Q20000953HWA0030H,9660001598/00010,4/8/2023,3/17/2023,Reschedule in,-22,03015BCM,"PCB,EchoLife ONT,HS8145VD,GPON Terminal",20000,0,1,202304
EMS02Q20000953HWA0012H,9660001598/00240,4/8/2023,3/17/2023,Reschedule in,-22,03015BCM,"PCB,EchoLife ONT,HS8145VD,GPON Terminal",20000,0,1,202304
EMS02Q20000953HWA0015H,9660001598/00250,4/8/2023,3/17/2023,Reschedule in,-22,03015BCM,"PCB,EchoLife ONT,HS8145VD,GPON Terminal",20000,0,1,202304
EMS02Q20000957HWA0001H,9660001602/00010,2/3/2023,1/24/2023,Reschedule in,-10,4050278,Signal Cable 1.5m RJ11 2core,28320,0,1,202302
EMS02Q20000957HWA0001H,9660001602/00030,2/3/2023,1/24/2023,Reschedule in,-10,14137876,Patch Cord SC/APC-SC/APC Single Mode 2m,21360,0,1,202302
EMS02Q20000957HWA0001H,9660001602/00040,2/3/2023,2/14/2023,Reschedule out,11,27014091,"Omni-directional Antenna,2400~2500/5150~",6265,0,5,202303
EMS02Q20000957HWA0001H,9660001602/00050,2/3/2023,2/14/2023,Reschedule out,11,27014092,"Omni-directional Antenna,2400~2500/5150~",6250,0,5,202303
EMS02Q20000957HWA0001H,9660001602/00060,2/3/2023,1/24/2023,Reschedule in,-10,14137876,Patch Cord SC/APC-SC/APC Single Mode 2m,3840,0,1,202302
EMS02Q20000957HWA0001H,9660001602/00070,2/3/2023,2/14/2023,Reschedule out,11,27014092,"Omni-directional Antenna,2400~2500/5150~",5,0,5,202303
EMS02Q20000953HWA0022H,9660001598/00090,2/22/2023,3/17/2023,Reschedule out,23,14240060,"RF Connector,Coaxial Connector,50,Straig",15000,0,5000,202304
EMS02Q20000953HWA0022H,9660001598/00130,2/22/2023,2/14/2023,Reschedule in,-8,21080262,HG8245 shield case for Bosa part-2108026,22005,0,5,202303
EMS02Q20000953HWA0022H,9660001598/00110,2/22/2023,3/17/2023,Reschedule out,23,16050096,Push Switch 2P2T 12VDC 1A THT 3.6mm,20000,0,1000,202304
EMS02Q20000953HWA0022H,9660001598/00080,2/22/2023,2/14/2023,Reschedule in,-8,14190002,Power Connector 1PIN 50V 2A R/A Male Soc,30000,0,1000,202303
EMS02Q20000953HWA0022H,9660001598/00060,2/22/2023,2/14/2023,Reschedule in,-8,14080579,"Network Port Connector,Single row,Single",21120,0,350,202303
EMS02Q20000953HWA0022H,9660001598/00050,2/22/2023,2/14/2023,Reschedule in,-8,14080578,"Network Port Connector,Single row,Single",30000,0,1000,202303
EMS02Q20000953HWA0022H,9660001598/00040,2/22/2023,2/14/2023,Reschedule in,-8,14080577,"Network Port Connector,Single row,4-Port",30600,0,100,202303
EMS02Q20000953HWA0022H,9660001598/00510,2/22/2023,2/14/2023,Reschedule in,-8,14080579,"Network Port Connector,Single row,Single",8980,0,350,202303
EMS02Q20000956HWA0001H,9660001601/00060,2/22/2023,3/17/2023,Reschedule out,23,14240060,"RF Connector,Coaxial Connector,50,Straig",5000,0,5000,202304
EMS02Q20000956HWA0001H,9660001601/00010,2/22/2023,2/14/2023,Reschedule in,-8,4050505,Signal Cable Outsourcing Cable 1.5m 8P8,3000,0,1,202303
EMS02Q20000956HWA0001H,9660001601/00070,2/22/2023,2/14/2023,Reschedule in,-8,16050096,Push Switch 2P2T 12VDC 1A THT 3.6mm,3000,0,1000,202303
EMS02Q20000956HWA0001H,9660001601/00050,2/22/2023,2/14/2023,Reschedule in,-8,14190002,Power Connector 1PIN 50V 2A R/A Male Soc,3000,0,1000,202303
EMS02Q20000956HWA0001H,9660001601/00040,2/22/2023,2/14/2023,Reschedule in,-8,14080579,"Network Port Connector,Single row,Single",2450,0,350,202303
EMS02Q20000956HWA0001H,9660001601/00030,2/22/2023,2/14/2023,Reschedule in,-8,14080578,"Network Port Connector,Single row,Single",2000,0,1000,202303
EMS02Q20000956HWA0001H,9660001601/00020,2/22/2023,2/14/2023,Reschedule in,-8,14080577,"Network Port Connector,Single row,4-Port",2600,0,100,202303
EMS02Q20000957HWA0002H,9660001602/00020,2/10/2023,2/14/2023,Reschedule out,4,4050505,Signal Cable Outsourcing Cable 1.5m 8P8,27100,0,1,202303
EMS02Q20000954HWA0008K,9660001599/00060,2/26/2023,2/14/2023,Reschedule in,-12,7091450,Chip Thick Film Resistor 0.25W 0.068ohm,20000,0,5000,202303
EMS02Q20000954HWA0008K,9660001599/00090,2/26/2023,2/14/2023,Reschedule in,-12,07091470-001,"Chip Thick Film Resistor,0.0625W,0ohm,le",360000,0,1000,202303
EMS02Q20000954HWA0008K,9660001599/00080,2/26/2023,2/14/2023,Reschedule in,-12,07091463-001,"Chip Thick Film Resistor,0.05W,10000ohm,",40000,0,10000,202303
EMS02Q20000954HWA0008K,9660001599/00070,2/26/2023,2/14/2023,Reschedule in,-12,07091457-001,"Chip Thick Film Resistor,0.05W,1000ohm,+",60000,0,10000,202303
EMS02Q20000954HWA0008K,9660001599/00040,2/26/2023,2/14/2023,Reschedule in,-12,07091438-001,"ChipThickFilmResistor,0.1W,2.2ohm,+/",20000,0,5000,202303
EMS02Q20000954HWA0008K,9660001599/00030,2/26/2023,2/14/2023,Reschedule in,-12,07090944-001,"Chip Thick Film Resistor,0.125W,750000oh",80000,0,5000,202303
EMS02Q20000954HWA0008K,9660001599/00020,2/26/2023,2/14/2023,Reschedule in,-12,07090911-001,"Chip Thick Film Resistor,0.05W,0ohm,50m",120000,0,10000,202303
EMS02Q20000954HWA0008K,9660001599/00100,2/26/2023,2/14/2023,Reschedule in,-12,07091472-001,"Chip Thick Film Resistor,0.1W,1ohm,+/-1%",40000,0,1000,202303
EMS02Q20000954HWA0008K,9660001599/00010,2/26/2023,2/14/2023,Reschedule in,-12,07090803-001,"Chip Thick Film Resistor,0.0625W,22ohm,+",40000,0,100,202303
EMS02Q20000954HWA0008K,9660001599/00050,2/26/2023,2/14/2023,Reschedule in,-12,07091449-001,"Chip Thick Film Resistor,0.0625W,1ohm,+/",20000,0,10000,202303
EMS02Q20000952HWA0001K,9660001597/00100,2/1/2023,1/24/2023,Reschedule in,-8,07091470-001,"Chip Thick Film Resistor,0.0625W,0ohm,le",870000,0,1000,202302
EMS02Q20000952HWA0001K,9660001597/00090,2/1/2023,1/24/2023,Reschedule in,-8,07091463-001,"Chip Thick Film Resistor,0.05W,10000ohm,",100000,0,10000,202302
EMS02Q20000952HWA0001K,9660001597/00080,2/1/2023,1/24/2023,Reschedule in,-8,07091457-001,"Chip Thick Film Resistor,0.05W,1000ohm,+",150000,0,10000,202302
EMS02Q20000952HWA0001K,9660001597/00050,2/1/2023,1/24/2023,Reschedule in,-8,07091438-001,"ChipThickFilmResistor,0.1W,2.2ohm,+/",50000,0,5000,202302
EMS02Q20000952HWA0001K,9660001597/00040,2/1/2023,1/24/2023,Reschedule in,-8,07090944-001,"Chip Thick Film Resistor,0.125W,750000oh",55000,0,5000,202302
EMS02Q20000952HWA0001K,9660001597/00030,2/1/2023,1/24/2023,Reschedule in,-8,07090911-001,"Chip Thick Film Resistor,0.05W,0ohm,50m",320000,0,10000,202302
EMS02Q20000952HWA0001K,9660001597/00020,2/1/2023,1/24/2023,Reschedule in,-8,07090803-001,"Chip Thick Film Resistor,0.0625W,22ohm,+",106100,0,100,202302
EMS02Q20000952HWA0001K,9660001597/00060,2/1/2023,1/24/2023,Reschedule in,-8,07091449-001,"Chip Thick Film Resistor,0.0625W,1ohm,+/",50000,0,10000,202302
EMS02Q20000952HWA0001K,9660001597/01270,2/1/2023,1/24/2023,Reschedule in,-8,07090944-001,"Chip Thick Film Resistor,0.125W,750000oh",10000,0,5000,202302
EMS02Q20000952HWA0001K,9660001597/01280,2/1/2023,2/14/2023,Reschedule out,13,07090944-001,"Chip Thick Film Resistor,0.125W,750000oh",145000,0,5000,202303
EMS02Q20000952HWA0001K,9660001597/01260,2/1/2023,1/24/2023,Reschedule in,-8,07091470-001,"Chip Thick Film Resistor,0.0625W,0ohm,le",6000,0,1000,202302
EMS02Q20000952HWA0010K,9660001597/00200,2/7/2023,2/14/2023,Reschedule out,7,07091578-001,"Chip Thick Film Resistor,0.0625W,33ohm,+",390000,0,1000,202303
EMS02Q20000952HWA0010K,9660001597/00180,2/7/2023,2/14/2023,Reschedule out,7,07091555-001,"Chip Thick Film Resistor,0.125W,20ohm,+/",40000,0,5000,202303
EMS02Q20000952HWA0010K,9660001597/00110,2/7/2023,2/14/2023,Reschedule out,7,07091472-001,"Chip Thick Film Resistor,0.1W,1ohm,+/-1%",99000,0,1000,202303
EMS02Q20000952HWA0010K,9660001597/00170,2/7/2023,2/14/2023,Reschedule out,7,07091545-001,"ChipThickFilmResistor,0.0625W,15ohm,""",50000,0,10000,202303
EMS02Q20000952HWA0010K,9660001597/00160,2/7/2023,2/14/2023,Reschedule out,7,07091529-001,"Chip Thick Film Resistor,0.0625W,2000ohm",49000,0,1000,202303
EMS02Q20000952HWA0010K,9660001597/00150,2/7/2023,2/14/2023,Reschedule out,7,07091500-001,"Chip Thick Film Resistor,0.0625W,10ohm,+",292000,0,1000,202303
EMS02Q20000952HWA0010K,9660001597/00140,2/7/2023,2/14/2023,Reschedule out,7,07091494-001,"Chip Thick Film Resistor,0.25W,1000000oh",45000,0,5000,202303
EMS02Q20000952HWA0010K,9660001597/00130,2/7/2023,2/14/2023,Reschedule out,7,07091486-001,"ChipThickFilmResistor,0.1W,0ohm,50mO",210000,0,5000,202303
EMS02Q20000952HWA0010K,9660001597/00120,2/7/2023,2/14/2023,Reschedule out,7,07091482-001,"Chip Thick Film Resistor,0.125W,0ohm,les",200000,0,5000,202303
EMS02Q20000952HWA0010K,9660001597/01370,2/7/2023,2/14/2023,Reschedule out,7,07091482-001,"Chip Thick Film Resistor,0.125W,0ohm,les",45000,0,5000,202303
EMS02Q20000952HWA0010K,9660001597/01390,2/7/2023,2/14/2023,Reschedule out,7,07091486-001,"ChipThickFilmResistor,0.1W,0ohm,50mO",20000,0,5000,202303
EMS02Q20000952HWA0010K,9660001597/01380,2/7/2023,2/14/2023,Reschedule out,7,07091486-001,"ChipThickFilmResistor,0.1W,0ohm,50mO",600000,0,5000,202303
EMS02Q20000952HWA0010K,9660001597/01400,2/7/2023,2/14/2023,Reschedule out,7,07091555-001,"Chip Thick Film Resistor,0.125W,20ohm,+/",60000,0,5000,202303
EMS02Q20000954HWA0003K,9660001599/00200,2/26/2023,2/14/2023,Reschedule in,-12,07091579-001,"Chip Thick Film Resistor,0.1W,120000ohm,",40000,0,5000,202303
EMS02Q20000954HWA0003K,9660001599/00190,2/26/2023,2/14/2023,Reschedule in,-12,07091578-001,"Chip Thick Film Resistor,0.0625W,33ohm,+",160000,0,1000,202303
EMS02Q20000954HWA0003K,9660001599/00180,2/26/2023,2/14/2023,Reschedule in,-12,07091577-001,"Chip Thick Film Resistor,0.0625W,121000o",80000,0,10000,202303
EMS02Q20000954HWA0003K,9660001599/00170,2/26/2023,2/14/2023,Reschedule in,-12,07091555-001,"Chip Thick Film Resistor,0.125W,20ohm,+/",40000,0,5000,202303
